num,id,content
109,weight0513,怎可能 K黨有糟成這樣
110,thouloveme,推民眾黨謝文卿
111,thouloveme,想到沈小姐繼續在國會 頭就很痛
112,js255076,台中市政做成這樣，當然難選
113,yaoyaopy,這區如果國民黨贏不了 那全台區域立委會全倒吧...
114,lwt501cx,樂見 舔韓的輸一輸也好雖然不希望K黨的立委輸太慘，但舔韓的就例外了，最好去死
115,Yamapi5566,這區省智慧輸了民進黨絕對過四分之三
116,jasonyen123,聽說連魯明哲都差5%了 不意外 藍營投票率很低的下場
117,jack0216,不可能吧==雖然省智慧下去一定很爽
118,nanachi,真的假的
119,z23061542,現在都不太準 但看站路口就知道急了
120,z23061542,藍有票但投不出來真的會死很慘
121,bibi6668,這區沈不會輸啦上次補選投票率低，沈都能贏了
122,gogoto990,有夢最美
123,MisuzuXD,直接推舔共仔找死啊 當初還把別人斷指拿去開記者會 老兵應該也很討厭吳思懷吧
124,southes,狗黨都倒
125,EggAcme,我覺得不太可能吧
126,extrachaos,年輕人又不回家 就算回家是投柯 等著看中彰投國民黨大勝 笑死你們不要在幻想了
127,giantwinter,艱困
128,luckymore,催票而已啦
129,dragonjj,看看就好我覺得都是催票的
130,sauchi39,想太多 沈智慧超穩
131,goldenfire,加油
132,zxc70227,補選沈贏20% 靠返鄉補不回來 只少要有個5~6%轉投才有機會扳平
133,zxc70227,以大環境來說 DPP會喊不意外 怕穩贏不出來投票 而且民調追近應該是對的 只是近多少這個當然就有操作空間了
134,oncemore,不太相信  如果是這樣3Q應該領先了
135,ppc,自己喊爽的
136,sse,唬很大
137,atpx4869s,讚！這次翻轉台中有機會
138,william7713,民進黨每個都在喊只差一點是怎樣..
139,william7713,DPP現在是精神勝利法嗎 先喊先贏新竹 新北 台中 台北每個都在喊
140,playtrunk,https://reurl.cc/b6g2yX寧可投謝文卿
141,yevvi,講這種鬼話誰會相信
142,ganninian,繼續做夢吧
143,j821005,這區KMT不可能輸啦
144,baptism,這就跟韓在喊內部民調差5%一樣 喊爽的
145,accoh,綠網軍真的是非常忙碌辛苦了
146,apple123773,沈智慧耶 怎麼可能 想太多
147,g9122xj,這兩天關心了一下我們這個選區是誰跟省智慧打，反正他聲勢看起來最大，就投他了～
148,cocaineweed,不可能！我大秀燕的地盤
149,eric20,這區民進黨贏就要過半了啦
150,Beanoodle,到底幾個頭目拉
151,a520,噓起來，做業績開始
152,gooho,什麼年代一直在網軍都蔡賴配了，沒別的嗎？加油好嗎？
153,iPenis,網軍都會說這邊沒網軍
154,hypoge,難道網軍自己會承認嗎
155,onetwo01,洪耀福
156,americ,看有沒有被檢察官起訴就知了
157,bluenan,對台灣不利的都有人狂洗
158,bluenan,有人說韓是共諜? 頂多是鄉民在酸而已洗詐欺犯小咖的可是快百篇呢 還搜得到
159,rx178mk2,我看到的都是韓國瑜被洗成首支那資助的共諜，平行時空嗎晚上爆文不是有九萬嗎？先去休息，晚點再來洗風向吧
160,iPenis,我懷念討論卡神的時候
161,a1223356,你領了多少？
162,cal629195,解放軍在上海一個大樓美國曾查出駭客ip都是從上海這解放軍大樓出現對台工作最少1/3業務與解放軍有關
163,DANANPA,是說政黑最近清晨常常會爆出一堆挺韓柯文
164,elainakuo,半夜都會有一波挺韓文連發
165,njnjy,大大的 難怪戴錫欽會暈船
166,u5710587,噗嗤 瓜及跟林非凡站在一起我還以為他是什麼新政治勒瓜及現在是不演了是嗎有沒有人看得懂瓜及在幹嘛他賭爛韓所以要跟林飛凡站在一起？這邏輯怎麼推的
167,rustic5566,唱歌撐香港囉 菸粉還不來撐
168,js255076,呱吉就賭爛韓阿有啥問題
169,omanorboyo,戴錫欽吃完就溜了 不黏牙 真爽
170,gooho,who cares
171,leon771170,爬上病床的老查某
172,kadolong,支持小英 撐香港挺自由
173,predo,笑死人 有夠噁心
174,CGUNGUN,柯糞又要崩潰了
175,mrtatami,羨慕戴錫欽
176,pppyy,支持啊 北捷跟悠遊卡不該綁在一起 拿了中央多卡通補助本來就該開放 不用考慮悠遊卡
177,pppyy,高捷當時才剛拿到補助 正在建置中啊 弄好就直接開放4種票證都能用了北捷哪裡吃虧?北捷是北捷 悠遊卡是悠遊卡
178,pppyy,捷運跟票證根本不該綁在一起 多卡通是中央的政策也是中央的補助 拿了補助就該好好執行政策 其他票證來申請就看他合不合資格合的話就開放 不用管悠遊卡 不然有錢卡有開條捷運給悠遊卡通嗎 沒的話那有錢卡不就不能開放
179,pppyy,之後還是有可能會有其他票證想申請 難道都要他們弄點什麼給悠遊卡才讓他們進北捷?
180,pppyy,有一開始北捷只領單閘門的多卡通補助 所以只開放一個閘門讓其他票證也能用 後來才領全閘門的補助 高捷是直接領多閘門補助
181,pppyy,領了補助 建置完就開放多卡通啊
182,pppyy,輕軌真的亂搞 加值系統看起來是很舊的東西
183,quisk,柯P的就吳三桂啊。自己想辦法收尾吧。爛政策，廢的有剩
184,quisk,問題是根本沒照合約走，沒有平等互惠。北捷吃很大的虧知道嗎？
185,bluenan,悠遊卡要自立自強啊! 巴著北捷爽當飯桶嗎
186,Oisiossos,嘴北市補助多的，都不會嘴北市繳稅多
187,Oisiossos,雖然一卡通在linepay之前是垃圾，但linepay之後便利性領先
188,Oisiossos,http://bit.ly/2syfqmX高捷態度惡劣，一卡通該封殺
189,Oisiossos,http://bit.ly/35k9AnQ
190,a1122334424,竟然卡電子支付 那個流 卡柯 壞！
191,u5710587,一卡通從來不用的 都用正統悠遊卡為什麼要讓外縣市轉台北的錢
192,sd810305,悠遊卡自己要搞自己的支付方式，搞不起來，一卡通乖乖的先去申請電子支付，line跑去合作，怪誰
193,kenshin333,要扯繳稅？那臺北要不要公平一點把金融中心放出去啊？因為KMT刻意把資源都灌在臺北還拿翹呢？論地理氣候有臺中好？論港口腹地有高雄好？
194,kenshin333,我是在回Ois 你說的事件我一樣覺得陳菊不厚道
195,kenshin333,不過悠遊卡在經營上真的被一卡通屌打
196,kenshin333,捷運是其次，主要是line pay太傷
197,kenshin333,一卡通跟悠遊卡競爭line pay的時候，使用者人數還是悠遊卡>一卡通吧？會搶輸應該不是這個原因
198,re340,柯意志：黨在台北 只能台北好 鄉下要有鄉下的樣子
199,globeMIX,一卡通一開始也只有開放幾個閘門而已很小氣
200,globeMIX,其實高捷之於北捷 晚開放早開放其實對於悠遊卡衝卡量來說  其實影響不大吧 高捷搭乘人數沒有北捷那麼高 小市場而已
201,globeMIX,只是一卡通在保有自己的立足之地
202,globeMIX,https://news.tvbs.com.tw/tech/711953題外話 不知道UU卡還有這個藍芽合作下文嗎?
203,lpbrother,不是連勝文連董先推的嗎?
204,eterbless,記得輕軌還一堆人在那邊護航
205,lnceric008,當初k版主還裝柯粉在那邊嗆
206,elainakuo,支持啊 因為悠遊卡很跩現在為了1280  單程沒打折後 就直接用一卡通了
207,elainakuo,因為我很少搭 不符回饋標準
208,pandp,支持啦，畢竟共容系統是好事，只是被菊市府婊了這點真拿他沒輒
209,duduchiau,高捷不照合約走 還振振有詞
210,liudwan,原來跟新潮流結怨在2015一切都說得通了
211,MVPGGYY,現在重拿這個出來只是幫後來的悠遊卡電子支付輸慘轉移焦點而已
212,shirman,當然不支持啦，哪有一卡通能在台北用，悠遊卡不能在高捷用的道理
213,e7660239,今年要過完一樣廢根本沒差啦
214,SALLUNE,www柯自己內文都講早就拿多卡通輔助 只是以前人用行政去卡 同時的高捷則是沒輔助沒卡的問題
215,SALLUNE,所以他這話是不是證明以前北捷拿錢不辦事故意卡了 然後就看北高互相老鼠冤
216,logitech2004,阿扁學法律的，還不知道標準嗎，好了啦阿扁一介戰神淪落至此
217,berryc,"因為阿扁服刑中,還不算更生人"
218,totenkopf001,過氣政客
219,bluenan,阿扁歸阿扁，不要牽拖鄰居
220,leon771170,更生人與戴罪服刑（保外就醫）之差別 這很民粹
221,nightyao,一個服完刑，另一個還在服刑中，法治精神沒有嗎？
222,negatron,昔日扁神淪落到這種爛招都用XD
223,jim1122,白吃覺青護航 褫奪公權期間當然不能選，期間一過就可以了！酒駕撞死人當發言人不是也可以？
224,yevvi,好白癡的發言 XDD
225,cutbear123,重點是選後的罷韓氛圍有沒有延續
226,sim2347,100%，高雄人不會給他機會。
227,psychoF,悲情牌
228,kairi5217,放心 這傢伙會一直刷新下限 我根本不擔心罷韓氛圍不會延續
229,iPenis,輸不起啊
230,alfonso12,https://i.imgur.com/2DI0jQW.jpg
231,crazypeo45,這太高了 高雄人是不會原諒叛徒的
232,paladin90974,說不定他也在期待罷免成功啊撈完就能閃了
233,leon771170,看韓禿擺爛程度 說不定白敦義還烙人來罷韓勒
234,leon771170,罷韓最大成份 馬迷朱粉喬王粉海豚粉老虎軍團 結果綠狗佔少數 藍狗權貴可是很會打落水狗
235,predo,0
236,terry1043,罷免太難了
237,tim1112,總統應該選不上 但也不太可能被罷
238,star1234,"很難喇~地方罷免選舉,要57萬張罷免票真的不簡單,看看立委補選投票率就知道惹"
239,madeofhonor,罷免比較困難
240,nanachi,罷免太難了
241,omanorboyo,罷免投票率了不起4成吧...大選冷卻後 說實在就沒啥動力了
242,omanorboyo,罷免要成功 你總統大選高雄區的選票至少要贏50~60萬票才有可能
243,js255076,如果罷免失敗就要辛苦高雄人再等三年了
244,lanx105,總統直接上了好嗎==還在幻想雙殺??????
245,rko1470,韓導輸定了啦，唯一唾棄韓國瑜
246,extrachaos,0，而且還有機會雙贏
247,vincecarterx,韓導爛到沒下限   被罷免機率很高吧
248,BraveCattle,放心，大選過後媒體一定還會追著韓跑，到時就可以知道仇恨值高還低了大選後沒新聞，史上第一次的直轄市長罷免不可能沒人關注
249,BraveCattle,高雄人算很講感情吧，你好好做有感情其實要求不會太高，謝和菊在市政上我意見很多，但民調都還不錯，所以吳和韓真的要自我檢討一下
250,jack0216,韓糞還在吃屎說雙贏
251,cores,機率很高，最好罷成功
252,lazycat5,還差一點，差韓國瑜的努力，努力卡韓
253,elainakuo,100%啦 根本全國運動我告訴你 高雄的國民黨支持者 都希望他離開這咖都罷免不掉 罷免權可以移除了如果國民黨支持者不處理他 2022又讓民進黨躺著選所以藍粉更應該出來罷免他他會繼續亂黨主席的事
254,elainakuo,高雄人有那麼能忍 以後大家都出來選希望高雄人創造歷史
255,Mulsanne,我覺得看總統大選結果 如果韓慘敗真的有可能被罷免 國民黨一堆風向仔看韓導沒人氣早就放生他了韓現在根本DPP提款機 如果他沒走2022年還能用一次 繼續躺著選
256,brella,很高
257,gogoto990,留著繼續搞笑啦
258,ccharles,三殺，市長補選再落選
259,Robben,選後認真做市長還有救 繼續鬧就掰掰
260,lnceric008,很高比85大樓還高
261,cymtrex,單殺而已 高雄還是會留下他
262,pinkidd,以我剛剛拿貼紙的感想，韓會比我們以我今天在高雄領貼紙的感想，罷韓會成功
263,stocktonty,選後韓粉會繼續亂 助長罷韓氣勢其實高雄人算溫和的 但是被激到就....
264,mattaus,應該留用4年讓高雄人爽到極點
265,berryc,"放心, 他選後一定會積極去爭KMT黨主席一直到罷免投票,媒體還會追緊緊  等著看"
266,chong17,16樓  57萬票 是 同意 與 不同意 的加總，這是指投票人數，只要過57萬票，且同意大於不同意，罷免就成功了。並非 57萬都得是同意票數
267,peterwww,若獨綠英當選總統 明年對岸應該不會續約貿易協定經濟情勢將更加惡化絕對不會是20年經濟最好一年獨綠繼續執政 國家持續衰退 日韓屌打
268,peterwww,若經濟不受控 早就做了 這樣幹只有爽到新潮流跟謝系中華民國風雨飄搖。台獨勢力持續破壞
269,IbanezZ,樓上誤導要57萬同意，並多過反對才通過
270,dukechiang,我還是覺得Korea fish真的會成為台灣選舉史上第一個被罷免的政治人物57w在高雄是不難的dpp去年最虛的時候都還可以拿75萬票 現在元氣已經恢復 是真的有可能 只看dpp願不願意玩而已
271,LBJ4,0
272,Molester5566,0
273,Arodz,100%
274,Evitan,900%
275,bluenan,兩岸一家親 你儂我儂 嘔嘔嘔!
276,bluenan,有一種事實是柯糞文盲 會拖別的事救援
277,kadolong,支持小英 撐香港挺自由
278,re340,台北韓國瑜與高雄柯文哲的特殊情誼
279,iPenis,今日香腸明日台灣
280,negatron,41分推站出來！
281,mackyou,有一種事實是負債3000億的菊姐不表示
282,wow999,柯韓一家親
283,supervivian,"柯有識人之明,才能看出韓曖曖的光芒"
284,supervivian,"凡夫俗子如你我,閃亮的金子在眼前卻盡是蹧蹋呢"
285,nnkj,債務太高 烙跑難免 都是陳菊的錯陳菊應該回來當市長 造的鍋自己背
286,nnkj,國民黨是廢物 不應寄望政黨輪替能讓高雄更好高雄還是交給我大dpp治理 方為正途
287,nnkj,一年過去 很多台灣人還是以為高雄是dpp執政國民黨真的是廢物
288,duduchiau,無聊
289,liam1984,87分
290,aph860212,感人
291,Molester5566,XDDDD
292,if2,某人趴趴走還說沒對不起高雄才是把高雄人當白癡
293,rko1470,國民黨是把高雄人當白癡啊，推這種草包送高雄
294,GameGyu,某黨是不是把高雄人當白痴啊 派一個需要戒酒的人？
295,elainakuo,高雄贏50+ 100%
296,cores,DPP都要高雄、台中人道歉了，還跟你客氣累
297,kenny0111,罷免韓讓他專心打麻將、喝酒不好嗎
298,zaa0210,來來來，按照順序一個個解決不要插隊還有不要學動漫一天到晚在回憶
299,berryc,我覺得現任市長才是真的把高雄人都當白痴
300,mattaus,你的長輩文呢？
301,stocktonty,黃捷出來選好惹><
302,bigchun,一定會去投罷免票
303,nanachi,大大勇
304,brella,不過我是估至少有45萬票XD
305,sanwan,很難比朱低
306,stocktonty,這40萬就鐵到不能再鐵的 不會更少了2014楊秋興代表KMT都還有45萬2016那是有些鐵藍根本懶得去投了
307,stocktonty,2010楊+撒豆也還有73萬票
308,stocktonty,2012馬英九也還是一樣拿73萬票2016那個真的就是最底盤的鐵藍票XDDD
309,stocktonty,這次是正常人選的話 絕對73萬保底啊
310,if2,要算朱+宋比較有參考性
311,zaa0210,看眷村老人剩多少，就降了
312,leon771170,一個指標 同花順落選表示拿的比朱差
313,lwt501cx,當初投朱的票，應該會有一些跑去投宋宋在高雄應該會開的比上次好
314,elainakuo,保護朱QQ
315,giantwinter,至少70萬拉 你當dpp做什麼好事
316,clark0816,韓國瑜至少有40萬～50萬票拉。
317,MVPGGYY,我還是一個猜宋比上次少，在高雄也一樣
318,updowner,一定比朱高韓在怎麼爛 局勢還是比四年前好
319,kutkin,這個在小聯盟打了19年，領19萬錯了嗎
320,negatron,懂，柯文哲想再發動一次太陽花DPP的鴨霸讓TMD來終結
321,yuxds,一席立委就能收買她的人格了
322,cblade,https://tinyurl.com/rtsvdd9 只看標題一堆新聞都莫名其妙的...
323,bluenan,想看師父的造勢場會有多少人
324,eterbless,不會有人質疑蔡seafood造勢的人數啦
325,knightwww,XDD
326,Xulture,推 現在願意幫民眾時力平衡報導的都推
327,mattaus,柯文哲太陽花運動時候不是去跟媽祖繞境？
328,kayu,范20萬
329,hsnumax,一堆柯黑被打臉都好像不會痛的
330,phHAR,范雲沒變啊 本來就是喜歡看標題酸的不是？
331,CGUNGUN,低能粉專又在崩潰了
332,jerrylin,社民黨本來就是柯黑啊
333,duduchiau,總是要儲值台灣價值的
334,rustic5566,回收業者DPP
335,Oisiossos,https://i.imgur.com/Bg6Q2j0.jpg
336,ANCEE,小勝文都沒變 永遠的柯粉 不管說啥都能護航
337,kingman0716,有位子當然要幫忙黑阿XD
338,Evitan,為了飯碗打拼  應該的啦
339,zaa0210,最醜陋的是那些睜眼說瞎話的人
340,akuiii,財團地都買得差不多了，現在拋出來為的就是選舉經費，再來就是護航通過
341,gogoto990,很急？
342,leon771170,沒叫高志鵬來喔
343,yor,競選總部成立是上周 今天是後援會成立
344,wendyayu,女醫生劣化
345,jt13,建議他給旁邊那個看一下精神是不是有問題
346,kutkin,鄧惠文還是直接加入民進黨好了
347,kutkin,綠黨沒有5%可能
348,kutkin,唯一只有顏色正確的綠黨
349,if2,這也是柔性的一種吧
350,nicholas0406,柔性政黨阿
351,saiyuki1412,比民眾黨還柔
352,osalucard,綠黨不分區沒有第三名一定過5趴
353,elainakuo,鄧惠文直接進民進黨不分區就好了 我願意直接捐給綠黨
354,elainakuo,都被王浩宇給玩爛了 他根本入錯黨
355,abusgun,世界上所有綠黨裡面歹丸現在這個大概是唯一不關心環保整天在當別黨打手的吧
356,abusgun,去翻了綠黨FB連翻三天發的都是側翼文
357,cutbear123,投給TMD不代表支持柯CGCF
358,negatron,柔性政黨揉起來！
359,bluenan,韓粉都是LOSER
360,elainakuo,柯粉都沒有中心思想
361,stocktonty,為了下架蔡政府忍辱負重 給讚!
362,gl6mp6,賤雞：師父噴屎我們一定舔啊
363,FreeKnight,腦補不會發生的事
364,oneyear,整天造謠 有1萬領嗎?
365,Oisiossos,https://i.imgur.com/mMXeHxy.jpg
366,brella,罷免韓國瑜，其他黨也可來選市長啊
367,yoyoboy1,韓總贊啦！
368,elainakuo,你可以選其他黨
369,nightyao,能罷免韓國瑜也是民意，那就去罷免啊
370,eeeee118,韓粉崩潰啦
371,ksten1688,這議題沒用了
372,singking,可以一直超譯跳針 也真不容易
373,srwgreat,你沒看到其他人都沒在洗這個議題了嗎？
374,clark0816,是DPP欠高雄市一個道歉。
375,MZVC,這議題過時了還沒放棄喔新聞也都沒在報除了中系列的XD
376,jim1122,錢還分不夠
377,kutkin,他結論是什麼
378,americ,真的抓到了??
379,onetwo01,還用他抓，初選時大家都在講了。
380,tim1112,一定是網軍帶風向 請問要找誰領錢?
381,cutbear123,滅中國黨就在2020
382,gogoto990,假的啊 賴士葆 和北屯 簡直唬爛
383,bvlgari1114,1吧
384,sse,唬爛帶什麼風向
385,murray,應該是1啦 那些人又沒跟韓綁在一起
386,Grandslammmm,你就靜靜地看牠們吹就好
387,dotZu,可能一：假的  可能二：被韓怪招害到基本上韓的民調怪招對自己沒差，對立委有差公開叫支持者不表態，立委民調當然直接掉啊
388,sevenly,1啊 催票而已
389,wow999,應該是1
390,Robben,kmt去鬧夾手門都是穩到爆炸的立委 你覺得很穩的話還要去刷存在感？
391,omanorboyo,賴品妤目前小贏李永萍5%吳怡農追平蔣萬安 嘉魚贏李彥秀近10%洪姐目前只有小勝或大勝兩個結果費鴻泰被許淑華掐緊脖子 差一口氣追平陳柏維小輸顏家5% 拼月底打平 1/11翻
392,omanorboyo,桃園立委貼韓貼最兇 目前都落後3~5%統整下來目前KMT全台選情坐10席望20席
393,omanorboyo,山水那輸8%的假民調就別拿出來笑了
394,leon771170,上禮拜的黑韓時刻就破梗了 現操作劣式的綠狗 每個都只差3-5趴來催票
395,cblade,是真的 看起來DPP可以拚2/3席次 很好啊
396,extrachaos,國民黨立委過半機率還是很大啦 基本盤就這麼大 加上韓國瑜當母雞拉抬 55波的地區都可以拿下來
397,kutkin,結果都是自己宣稱，山水有認證嗎
398,kutkin,看是趨勢還是山水 ，你找任一家來背書在那吹口哨壯膽
399,kutkin,山水再怎也比內部民調可信
400,Yolosnow,含總繼續自爆的話 機會很高rr
401,r13974682,拉高投票率而已 一種策略 怕啥
402,aph860212,有投有機會加油
403,hoanbeh,會信的智商低
404,rayisgreat,賴品那區我聽到的是賴還輸不少就是真實情況沒oman大說的那麼樂觀
405,rayisgreat,民調什麼的除非有完整問卷結果出來，不然笑笑就好，像那種黨內內部民調都是喊爽的。
406,rayisgreat,例如前幾天蔣吳山水民調有完整資訊就比叫可信，吳還落後蔣8-9％蔣萬安真的難打 很硬汐止那區差3％真的不太可能那我想看看oman大所謂的真民調，謝謝山水算是有公信力的
407,allen0080,假的。穩贏！
408,oncemore,3Q那區如果年輕人回去投很有可能翻掉民調問不到北漂仔
409,oncemore,不過海線那區民調很難做  表態率都不到65%  所以選情很難估
410,oncemore,差9%是投票率80%的情況  那幾篇都有說如果只算會出門的  差距剩1.8%  所以真實情況是取中間值的5%
411,william7713,他看起來就反串啦XDD汐止那區開完票應該會被笑死喊什麼只差3%現在DPP感覺就想營造棄保效應
412,william7713,老人才會出門 年輕人不會所以只會KMT票更高 不會是DPP
413,william7713,尤其是賴的更笑死 同選區還有時力賴在那邊喊 把選民當無腦
414,pandp,3Q那個有任何資料證明？我怎麼看正常年輕人都不會投3Q反正票催起來，至少把小黨票壓低
415,lescholar,因為是領先或落後的候選人都很樂意向外界放出這種訊息啊落後的怕選民放棄不投 領先的怕選民輕敵而不投
416,MZVC,其實一半一半是真的有追近不過沒到那麼近最後30天是真的有可能翻盤
417,cocaineweed,假的，怎可能輸，躺到投票日都上
418,DreamYeh,都是網軍帶壞的民調，我韓總統會贏，KMT立委全上！滅所有黨！     一萬哪裡領？
419,njnjy,韓導也說自己內部只差3%
420,stocktonty,搶救啊
421,ANCEE,催危機感而已
